endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2018-12-31,,,137491000,,299165000,56767000,387151000,247720000,247720000,10507000,-38810000,,,,-165363000,2031205000,1783485000,1644054000,-110229000,-3689000,302854000,299165000,54127,AMR
2017-12-31,,,105756000,,154522000,67256000,322672000,150817000,150817000,10682000,-35977000,,,,-67979000,1649969000,1499152000,1327297000,-45061000,-19213000,173735000,154522000,54127,AMR
2016-12-31,,,-115188000,,-78142000,48703000,169721000,-35652000,-35652000,11773000,-20498000,,,,-41801000,917407000,953059000,747686000,-79536000,-4755000,-73387000,-10930000,54127,AMR
2020-03-31,,,20578000,,15748000,33313000,56841000,0,20820000,2708000,,,,,4830000,56841000,36021000,0,-242000,,15748000,15748000,54129,RVSB
2019-03-31,,,22412000,,17266000,32669000,58041000,0,22496000,2876000,,,,,5146000,58041000,35545000,0,-84000,,17266000,17266000,54129,RVSB
2018-03-31,,,17997000,,10242000,31855000,53615000,0,18705000,3055000,,,,,7755000,53615000,34910000,0,-708000,,10242000,10242000,54129,RVSB
2017-03-31,,,10791000,,7404000,28237000,43772000,0,12422000,3113000,,,,,3387000,43772000,31350000,0,-1631000,,7404000,7404000,54129,RVSB
2019-12-31,8710746,,-32022203,-433155,-31513178,25644704,3803156,-31421294,-31421294,,-102084,,,,-70992,18779172,50200466,14976016,-600909,,-31951211,-31513178,54131,LKCO
2018-12-31,3478570,,-11853527,-433155,-11927536,19492783,14104300,-8867053,-8867053,,-80184,,,,74009,21042363,29909416,6938063,-2986474,,-11927536,-11927536,54131,LKCO
2017-12-31,1046198,,-6810454,-433155,-6810454,26359982,20534638,-6871542,-6871542,,-26611,,,,0,26082417,32953959,5547779,61088,,-6810454,-6810454,54131,LKCO
2016-12-31,2882202,,-13049031,-433155,-13049031,8318658,-1082359,-12283219,-12283219,,-4412,,,,0,5233145,17516364,6315504,-765812,,-13049031,-13049031,54131,LKCO
2019-12-31,,,211526000,,224543000,5809000,579481000,357241000,357241000,59955000,-149125000,,,,-13017000,889692000,532451000,310211000,-145715000,,224543000,224543000,54133,WTRG
2018-12-31,,,178319000,,191988000,7831000,529613000,315347000,315347000,59762000,-158833000,,,,-13669000,838091000,522744000,308478000,-137028000,,191988000,191988000,54133,WTRG
2017-12-31,,,256652000,,239738000,4953000,527272000,328967000,328967000,56628000,-88543000,,,,16914000,809525000,480558000,282253000,-72315000,,239738000,239738000,54133,WTRG
2016-12-31,,,255160000,,234182000,4953000,522691000,333298000,333298000,56385000,-83031000,,,,20978000,819875000,486577000,297184000,-78138000,,234182000,234182000,54133,WTRG
2019-12-31,,,-18403000,92007000,-21172000,132448000,621620000,256599000,256599000,,-232077000,,,,1353000,3785063000,3528464000,3163443000,-275002000,,-19756000,-21172000,54135,ADV
2018-12-31,,,-1319557000,76850000,-1157332000,124535000,598977000,249209000,249209000,,-229643000,,,,-168334000,3707628000,3458419000,3108651000,-1568766000,,-1151223000,-1157332000,54135,ADV
2017-12-31,,,29236000,76850000,386405000,82191000,524233000,262052000,262052000,,-179566000,,,,-358806000,2416927000,2154875000,1892694000,-232816000,,388042000,386405000,54135,ADV
2016-12-31,,,53788000,36195000,32149000,91706000,488950000,226984000,226984000,,-167360000,,,,22623000,2100235000,1873251000,1611285000,-173196000,,31165000,32149000,54135,ADV
2019-12-29,,,-9395000,321000,-23992000,43206000,114001000,-1521000,-1521000,50178000,-199000,,,,14190000,409707000,411228000,295706000,-7874000,,-23585000,-23992000,54136,PBPB
2018-12-30,,,-10744000,362000,-8878000,43378000,123804000,6449000,6449000,50363000,-142000,,,,-2195000,422638000,416189000,298834000,-17193000,,-8549000,-8878000,54136,PBPB
2017-12-31,,,-2047000,515000,-6956000,41923000,129786000,11533000,11533000,49209000,-124000,,,,4643000,428111000,416578000,298325000,-13580000,,-6690000,-6956000,54136,PBPB
2016-12-25,,,12879000,751000,8212000,40411000,125823000,17154000,17154000,43738000,-134000,,,,4443000,407131000,389977000,281308000,-4275000,,8436000,8212000,54136,PBPB
2019-12-31,,,-24211000,868000,-57713000,181959000,204009000,8867000,8867000,,-5306000,,,,31732000,822224000,813357000,618215000,-33078000,,-55943000,-57713000,54137,CCRN
2018-12-31,,,-18195000,670000,-16951000,180230000,209563000,15349000,15349000,,-5654000,,,,-2478000,816484000,801135000,606921000,-33544000,,-15717000,-16951000,54137,CCRN
2017-12-31,,,4301000,630000,37513000,187435000,228586000,29149000,29149000,,-4214000,,,,-34501000,865048000,835899000,636462000,-24848000,,38802000,37513000,54137,CCRN
2016-12-31,,,4545000,559000,7967000,179820000,221735000,32140000,32140000,,-6106000,,,,-4186000,833537000,801397000,611802000,-27595000,,8731000,7967000,54137,CCRN
2019-12-31,,,6379000000,70000000,4832000000,5526000000,15411000000,7232000000,7232000000,687000000,-56000000,,,,1492000000,39336000000,32104000000,23925000000,-853000000,,4887000000,4832000000,54138,QIWI
2018-12-31,,,4501000000,60000000,3584000000,5409000000,11909000000,4472000000,4472000000,690000000,-56000000,,,,875000000,30610000000,26138000000,18701000000,29000000,,3626000000,3584000000,54138,QIWI
2017-12-31,,,3840000000,37000000,3114000000,3389000000,8907000000,4095000000,4095000000,407000000,-56000000,,,,698000000,20897000000,16802000000,11990000000,-255000000,,3142000000,3114000000,54138,QIWI
2016-12-31,,,3107000000,21000000,2474000000,3033000000,9234000000,5230000000,5230000000,175000000,-64000000,,,,618000000,17880000000,12650000000,8646000000,-2123000000,,2489000000,2474000000,54138,QIWI
2020-04-30,,,-2866000,288000,-4687000,25558000,23427000,-2131000,-2131000,,-493000,,,,1758000,147540000,149671000,124113000,-735000,,-4624000,-4687000,54140,KEQU
2019-04-30,,,2134000,603000,1529000,23502000,25319000,1817000,1817000,,-367000,,,,446000,146550000,144733000,121231000,317000,,1688000,1529000,54140,KEQU
2018-04-30,,,9619000,462000,5281000,22934000,32159000,9225000,9225000,,-299000,,,,4161000,158050000,148825000,125891000,394000,,5458000,5281000,54140,KEQU
2017-04-30,,,6746000,374000,4515000,20065000,26607000,6542000,6542000,,-292000,,,,2126000,138558000,132016000,111951000,204000,,4620000,4515000,54140,KEQU
2019-12-31,,,382987000,373238000,433016000,165996000,2048785000,837169000,837169000,,-451662000,,,,-56310000,3859312000,3022143000,1810527000,-454182000,,439297000,433016000,54143,VTR
2018-12-31,,,376038000,243878000,409467000,151982000,2010286000,938665000,938665000,,-442497000,,,,-39953000,3701584000,2762919000,1691298000,-562627000,-10000.0,415991000,409467000,54143,VTR
2017-12-31,,,1301423000,224449000,1356470000,135490000,2081091000,1057653000,1057653000,,-448196000,,,,-59799000,3567554000,2509901000,1486463000,243770000,-110000.0,1361222000,1356470000,54143,VTR
2016-12-31,,,621069000,269241000,649231000,126875000,2004931000,979132000,979132000,,-419740000,,,,-31343000,3447004000,2467872000,1442073000,-358063000,-922000.0,652412000,649231000,54143,VTR
2020-10-31,,,25433042,,25433042,15101325,70600928,55499603,55499603,,-21220058,,,,0,70600928,15101325,0,-30066561,,25433042,25433042,54146,FAX
2019-10-31,,,162261381,,162261381,14565159,77811375,63246216,63246216,,-26157022,,,,0,77811375,14565159,0,99015165,,162261381,162261381,54146,FAX
2018-10-31,,,-107178179,,-107178179,15148702,87944716,72796014,72796014,,-13894279,,,,0,87944716,15148702,0,-179974193,,-107178179,-107178179,54146,FAX
2017-10-31,,,40164607,,40164607,15907418,91104957,75197539,75197539,,-14858707,,,,0,91104957,15907418,0,-35032932,,40164607,40164607,54146,FAX
2019-12-31,20018000,,42427000,,31667000,103132000,174811000,51661000,51661000,,-13617000,,,,10760000,347337000,295676000,172526000,-9234000,,31667000,31667000,54147,LNTH
2018-12-31,17071000,,49548000,,40518000,93326000,174885000,64488000,64488000,,-17405000,,,,9030000,343374000,278886000,168489000,-14940000,,40518000,40518000,54147,LNTH
2017-12-31,18125000,,39639000,,123385000,92157000,162135000,51853000,51853000,,-18410000,,,,-83746000,331378000,279525000,169243000,-12214000,,123385000,123385000,54147,LNTH
2016-12-31,12203000,,28294000,,26762000,75374000,137780000,50203000,50203000,,-26618000,,,,1532000,301853000,251650000,164073000,-21909000,,26762000,26762000,54147,LNTH
2019-12-31,,,987000000,,756000000,324000000,4031000000,1806000000,1806000000,132000000,-121000000,,,,231000000,9676000000,7870000000,5645000000,-819000000,,756000000,753000000,54148,PXD
2018-12-31,,,1251000000,,978000000,381000000,4315000000,1756000000,1756000000,530000000,-126000000,,,,276000000,9384000000,7628000000,5069000000,-505000000,,975000000,973000000,54148,PXD
2017-12-31,,,309000000,5000000.0,833000000,326000000,2681000000,502000000,502000000,347000000,-154000000,,,,-524000000,5294000000,4792000000,2613000000,-193000000,,833000000,827000000,54148,PXD
2016-12-31,,,-959000000,7000000.0,-556000000,325000000,1637000000,-761000000,-761000000,474000000,-194000000,,,,-403000000,3509000000,4270000000,1872000000,-198000000,,-556000000,-556000000,54148,PXD
2020-12-31,,,144956000,-2246000,114774000,291577000,513800000,0,156793000,65430000,,,,,31636000,513800000,357007000,0,-11837000,,113320000,114774000,54149,WSFS
2019-12-31,,,194370000,-815000,148809000,267765000,607497000,0,269940000,69792000,,,,,46452000,607497000,337557000,0,-75570000,,147918000,148809000,54149,WSFS
2018-12-31,,,170798000,-815000,134743000,176451000,395845000,0,171306000,48088000,,,,,36055000,395845000,224539000,0,-508000,,134743000,134743000,54149,WSFS
2017-12-31,,,108490000,-815000,50244000,164808000,334951000,0,128943000,41200000,,,,,58246000,334951000,206008000,0,-20453000,,50244000,50244000,54149,WSFS
2019-12-31,22418000,,-25075000,,-25084000,22080000,22080000,-22418000,-22418000,,-1133000,,,,9000,65207000,87625000,43127000,-2657000,,-25084000,-25084000,54150,PSNL
2018-12-31,14304000,,-19879000,,-19886000,11271000,11805000,-13770000,-13770000,,-1894000,,,,7000,37774000,51544000,25969000,-6109000,,-19886000,-19886000,54150,PSNL
2017-12-31,9919000,,-23593000,,-23598000,9901000,-2343000,-22163000,-22163000,,-1303000,,,,5000,9393000,31556000,11736000,-1430000,,-23598000,-23598000,54150,PSNL
2019-12-28,,,16782000,,15419000,639437000,787102000,68343000,68343000,,-47940000,,,,1363000,2559617000,2491274000,1772515000,-51561000,,15419000,15419000,54151,GO
2018-12-29,,,21852000,,15868000,557100000,695397000,82467000,82467000,,-56712000,,,,5984000,2287660000,2205193000,1592263000,-60615000,,15868000,15868000,54151,GO
2017-12-30,,,25772000,,20601000,510136000,631883000,76936000,76936000,,-50829000,,,,5171000,2075465000,1998529000,1443582000,-51164000,,20601000,20601000,54151,GO
2016-12-31,,,16922000,,10198000,457051000,561177000,64069000,64069000,,-48108000,,,,6724000,1831531000,1767462000,1270354000,-47147000,,10198000,10198000,54151,GO
2019-12-31,,,-50422000,,-50422000,13519000,-40313000,-53832000,-53832000,,,,,,0,1193000,55025000,41506000,3410000,,-50422000,-50422000,54153,CRNX
2018-12-31,24479000.0,,-27115000,,-27115000,6659000,-22051000,-28710000,-28710000,,,,,,0,2428000,31138000,24479000,1595000,,-27115000,-27115000,54153,CRNX
2017-12-31,24479000.0,,-9157000,,-9157000,1939000,-7188000,-9127000,-9127000,,,,,,0,2045000,11172000,9233000,-30000,,-9157000,-9157000,54153,CRNX
2016-12-31,24479000.0,,-6019000,,-6019000,1533000,-4511000,-6044000,-6044000,,-11000.0,,,,0,589000,6633000,5100000,25000,,-6019000,-6019000,54153,CRNX
2020-12-31,,,33898000,,29453000,47320000,91984000,0,38205000,6459000,,,,,4445000,91984000,53779000,0,-4307000,,29453000,29453000,54154,INBK
2019-12-31,,,27156000,,25239000,39880000,73790000,0,29059000,4851000,,,,,1917000,73790000,44731000,0,-1903000,,25239000,25239000,54154,INBK
2018-12-31,,,23952000,,21900000,34926000,67135000,0,28331000,3878000,,,,,2052000,67135000,38804000,0,-4379000,,21900000,21900000,54154,INBK
2017-12-31,,,22928000,,15226000,31802000,59651000,0,24338000,3511000,,,,,7702000,59651000,35313000,0,-1410000,,15226000,15226000,54154,INBK
2019-12-31,,,-639000000,37000000,-308000000,315000000,2803000000,35000000,35000000,97000000,-657000000,,,,-331000000,8408000000,8373000000,5605000000,-674000000,,-308000000,-416000000,54155,CHK
2018-12-31,,,218000000,41000000,226000000,335000000,3140000000,841000000,841000000,65000000,-722000000,,,,-10000000,10170000000,9329000000,7030000000,-623000000,,228000000,133000000,54155,CHK
2017-12-31,,,-500000000,124000000,-505000000,333000000,2888000000,288000000,288000000,335000000,-738000000,,,,2000000,9474000000,9186000000,6586000000,-788000000,,-502000000,-631000000,54155,CHK
2016-12-31,,,-4589000000,128000000,-4390000000,240000000,510000000,-896000000,-896000000,59000000,-451000000,,,,-190000000,7798000000,8694000000,7288000000,-3693000000,,-4399000000,-4915000000,54155,CHK
2019-12-31,25385000,,-37589000,,-37589000,11812000,-25385000,-37197000,-37197000,,-523000,,,,0,0,37197000,25385000,-392000,,-37589000,-37589000,54158,ZSAN
2018-12-31,25508000,,-35358000,,-35358000,9357000,-25508000,-34865000,-34865000,,-379000,,,,0,0,34865000,25508000,-493000,,-35358000,-35358000,54158,ZSAN
2017-12-31,25508000,,-29105000,,-29105000,8182000,-20118000,-28300000,-28300000,,-817000,,,,0,0,28300000,20118000,-805000,,-29105000,-29105000,54158,ZSAN
2016-12-31,25508000,,-29832000,,-29832000,8176000,-20457000,-28633000,-28633000,,-1192000,,,,0,0,28633000,20457000,-1199000,,-29832000,-29832000,54158,ZSAN
2020-06-30,57308000,,86122000,,75252000,252960000,420639000,110371000,110371000,,-18765000,,,,10870000,1166044000,1055673000,745405000,-24249000,,75252000,75252000,54160,OSIS
2019-06-30,56509000,,86164000,,64796000,262484000,430594000,111601000,111601000,,-21610000,,,,21368000,1182115000,1070514000,751521000,-25437000,,64796000,64796000,54160,OSIS
2018-06-30,61189000,,36854000,,-29127000,239592000,391652000,90871000,90871000,,-19300000,,,,65981000,1089286000,998415000,697634000,-54017000,,-29127000,-29127000,54160,OSIS
2017-06-30,50951000,,25751000,,21076000,192560000,323501000,79990000,79990000,,-9629000,,,,4675000,960951000,880961000,637450000,-54239000,,21076000,21076000,54160,OSIS
2020-12-31,,,12633000,,9861000,37486000,51539000,14053000,14053000,,-770000,,,,2772000,194101000,180048000,142562000,-1420000,,9861000,9861000,54161,MHH
2019-12-31,,,15219000,,11145000,34500000,47981000,10808000,10808000,-27000.0,-1779000,,,,4074000,193574000,182766000,145593000,4411000,,11145000,11145000,54161,MHH
2018-12-31,,,9414000,,6691000,29600000,42528000,10167000,10167000,-39000.0,-2171000,,,,2723000,177164000,166997000,134636000,-753000,,6691000,6691000,54161,MHH
2017-12-31,,,2948000,,1626000,23829000,31629000,6100000,6100000,-39000.0,-1131000,,,,1322000,147882000,141782000,116253000,-3152000,,1626000,1626000,54161,MHH
2020-06-30,,,-6430141,,-6430141,1895089,-592978,-6057441,-6057441,-634319,-389209,,,,0,0,6057441,592978,-372700,,-6430141,-6430141,54164,PZG
2019-06-30,,,-5970048,,-5970048,2051322,-610018,-5987827,-5987827,-234800,-9481,,,,0,0,5987827,610018,17779,,-5970048,-5970048,54164,PZG
2018-06-30,,,-6068154,,-6068154,1532690,-519582,-6084720,-6084720,-193896,-5610,,,,0,0,6084720,519582,16566,,-6068154,-6068154,54164,PZG
2017-06-30,,,-7555020,,-4339602,1840965,-635931,-7711976,-7711976,-143383,-2404,,,,-3215418,0,7711976,635931,156956,,-4339602,-4339602,54164,PZG
2020-12-31,,,-918195000,13480000,-891163000,239198000,1277739000,0,999433000,39108000,,,,,-28423000,1277739000,278306000,0,-1917628000,,-889772000,-1033199000,54165,NLY
2019-12-31,,,-2173926000,4327000,-2162865000,301634000,-453028000,0,-730962000,-23700000,,,,,-10835000,-453028000,277934000,0,-1442964000,,-2163091000,-2299441000,54165,NLY
2018-12-31,,,51773000,5689000,54408000,329873000,406662000,0,94889000,-18100000,,,,,-2375000,406662000,311773000,0,-43116000,,54148000,-74904000,54165,NLY
2017-12-31,,,1575998000,6100000,1569604000,224124000,1960255000,0,1736131000,15800000,,,,,6982000,1960255000,224124000,0,-160133000,,1569016000,1459969000,54165,NLY
2019-12-31,,,-799742,,-655840,56134138,61216343,-765208,-765208,,-34534,,,,-143902,287820277,288585485,226603934,-34534,,-655840,-1155840,54168,ID
2018-12-31,,,-544108,,-640403,57862726,61664974,-543193,-543193,,-915,,,,96295,288632927,289176120,226967953,-915,,-640403,-1140403,54168,ID
2017-12-31,,,2806971,,2162990,49806362,55746021,3099436,3099436,,-292465,,,,643981,244673955,241574519,188927934,-292465,,2162990,1434789,54168,ID
2020-12-31,,,1411000000,,-401000000,,5258000000,2055000000,2055000000,871000000,-1377000000,,,,83000000,14172000000,12117000000,8914000000,-644000000,-1878000000,1328000000,-465000000,54171,D
2019-12-31,,,1727000000,2039000000.0,1358000000,-141000000.0,7970000000,4416000000,4416000000,1040000000,-1773000000,,,,351000000,16572000000,12156000000,8602000000,-2689000000,-1878000000,1376000000,1341000000,54171,D
2018-12-31,,,3129000000,1941000000.0,2447000000,-260000000.0,6482000000,4039000000,4039000000,703000000,-1493000000,,,,580000000,13366000000,9327000000,6884000000,-910000000,-1878000000,2549000000,2447000000,54171,D
2017-12-31,,,3090000000,2228000000.0,2999000000,-237000000.0,6378000000,4042000000,4042000000,668000000,-1205000000,,,,-30000000,12586000000,8544000000,6208000000,-952000000,-1878000000,3120000000,2999000000,54171,D
2020-05-03,,,-7804000,,-28667000,34424000,40498000,6074000,6074000,,-106000,,,,3354000,256166000,250092000,215668000,-13878000,-17509000,-11158000,-28667000,54172,CULP
2019-04-28,,,12608000,4314000.0,5458000,32415000,48277000,15862000,15862000,,-35000,,,,6537000,281325000,265463000,233048000,-3254000,-613000,6071000,5458000,54172,CULP
2018-04-29,,,26617000,4314000.0,20877000,36833000,64633000,27800000,27800000,,-94000,,,,5740000,323725000,295925000,259092000,-1183000,-613000,20877000,20877000,54172,CULP
2017-04-30,,,29673000,4314000.0,22334000,39157000,69235000,30078000,30078000,,-94000,,,,7339000,309544000,279466000,240309000,-405000,-613000,22334000,22334000,54172,CULP
2020-12-31,,,202577000,,195989000,31644000,333033000,171751000,171751000,,-54721000,,,,2408000,452228000,280477000,119195000,30826000,,200169000,195675000,54173,FR
2019-12-31,,,247287000,33864000.0,238775000,28569000,310818000,161020000,161020000,,-53491000,,,,3406000,427403000,266383000,116585000,86267000,,243881000,238257000,54173,FR
2018-12-31,,,167242000,34397000.0,163239000,26449000,286824000,143916000,143916000,,-54179000,,,,-92000,403678000,259762000,116854000,23326000,,167334000,162726000,54173,FR
2017-12-31,,,209494000,48077000.0,201456000,28079000,282908000,138465000,138465000,,-58465000,,,,1193000,396402000,257937000,113494000,71029000,,208301000,200810000,54173,FR
2019-12-31,,,27187000,,26875000,24065000,38110000,14045000,14045000,,,,,,312000,156700000,142655000,118590000,13142000,,26875000,26875000,54174,XNCR
2018-12-31,,,-70409000,,-70409000,22233000,-56898000,-79131000,-79131000,,,,,,0,40603000,119734000,97501000,8722000,,-70409000,-70409000,54174,XNCR
2017-12-31,71772000.0,,-38949000,,-38486000,17105000,-25622000,-42727000,-42727000,,,,,,-463000,46150000,88877000,71772000,3778000,,-38486000,-38486000,54174,XNCR
2016-12-31,71772000.0,,46116000,,45125000,12752000,57148000,44396000,44396000,,-21000.0,,,,991000,109020000,64624000,51872000,1720000,,45125000,45125000,54174,XNCR
2019-12-31,,,139647000,180700000,122645000,67768000,248346000,0,142067000,,,,,,2646000,300354000,158287000,52008000,-3490000,,137001000,122645000,54175,LADR
2018-12-31,,,228319000,198482000,180015000,60117000,334787000,0,232711000,,,,,,6643000,391337000,158626000,56550000,-8784000,,221676000,180015000,54175,LADR
2017-12-31,,,133591000,253178000,95276000,70463000,244459000,0,133664000,,,,,,7712000,304092000,170428000,59633000,-146000,,125879000,95276000,54175,LADR
2016-12-31,,,120040000,538164000,66727000,64270000,218375000,0,114658000,,,,,,6320000,273175000,158517000,54800000,5382000,,113720000,66727000,54175,LADR
2020-06-30,7104932,,-11856873,,-11856873,3533014,0,-12111757,-12111757,,-25426,,,,0,0,12111757,0,254884,,-11856873,-11856873,54178,INM
2019-06-30,5638619,,-13255042,,-13255042,3797867,0,-13643987,-13643987,,-25426,,,,0,0,13643987,0,388945,,-13255042,-13255042,54178,INM
2018-06-30,1927137,,-8520920,,-8520920,3367698,0,-8609544,-8609544,,-25426,,,,0,0,8609544,0,88624,,-8520920,-8520920,54178,INM
2017-06-30,746162,,-4473849,,-4473849,2320922,0,-4473527,-4473527,,-25426,,,,0,0,4473527,0,-322,,-4473849,-4473849,54178,INM
2019-12-31,63128000,,-85282000,,-85472000,23229000,0,-86357000,-86357000,,-1300000,,,,190000,0,86357000,0,1075000,,-85472000,-85472000,54180,EVLO
2018-12-31,39885000,,-56946000,,-56946000,18218000,0,-58103000,-58103000,,-900000,,,,0,0,58103000,0,1157000,,-56946000,-60883000,54180,EVLO
2017-12-31,19957000,,-28047000,,-28047000,7574000,0,-27531000,-27531000,,-500000,,,,0,0,27531000,0,-516000,,-28047000,-34132000,54180,EVLO
2016-12-31,9134000,,-13332000,,-13332000,3891000,0,-13025000,-13025000,,-300000,,,,0,0,13025000,0,-307000,,-13332000,-14977000,54180,EVLO
2019-12-31,50828000,,165165000,33193000,121070000,629093000,872235000,184836000,184836000,,-20461000,,,,40600000,1681357000,1496521000,809122000,-19671000,,124565000,121070000,54181,GOLF
2018-12-31,51489000,,150304000,32112000,99872000,616299000,842351000,167919000,167919000,,-19647000,,,,47232000,1633721000,1465802000,791370000,-17615000,,103072000,99872000,54181,GOLF
2017-12-31,47241000,,151676000,32664000,98695000,581809000,801857000,166308000,166308000,,-16907000,,,,48475000,1560258000,1393950000,758401000,-14632000,,103201000,98695000,54181,GOLF
2016-12-31,48126000,,89222000,32958000,45012000,601757000,799000000,142509000,142509000,,-51259000,,,,39707000,1572275000,1429766000,773275000,-53287000,,49515000,23189000,54181,GOLF
2020-03-31,171137000,,-2224228000,,-2223638000,741335000,541557000,-687267000,-687267000,-14942000,,,,,-590000,835314000,1522581000,293757000,-1536961000,,-2223638000,-2223638000,54184,MOGU
2019-03-31,236446000,,-503492000,,-486275000,912111000,760490000,-567884000,-567884000,-15057000,,,,,-17217000,1074278000,1642162000,313788000,64392000,,-486275000,-1085255000,54184,MOGU
2018-03-31,289274000,,-646718000,,-558169000,848033000,655482000,-867267000,-867267000,887000,,,,,-88665000,973207000,1840474000,317725000,220549000,,-558053000,-1246409000,54184,MOGU
2017-03-31,418496000,,-1046827000,-3000.0,-939137000,816146000,732112000,-935469000,-935469000,-7833000,,,,,-107687000,1109877000,2045346000,377765000,-111358000,,-939140000,-1541039000,54184,MOGU
2020-12-31,109486000000,,584777000000,965000000,517885000000,35570000000,711130000000,566784000000,566784000000,-710000000,,,,,66619000000,1339255000000,772471000000,628125000000,17993000000,,518158000000,517885000000,54185,TSM
2019-12-31,91418746000,,389845336000,685302000,345263668000,28085836000,492698501000,373349671000,373349671000,-155752000,-3250847000.0,,,,44501527000,1069985448000,696635777000,577286947000,16495665000,,345343809000,345263668000,54185,TSM
2018-12-31,85895569000,,397510263000,678731000,351130884000,26253711000,500582087000,387648682000,387648682000,784125000,-3051223000.0,,,,46325857000,1031473557000,643824875000,530891470000,9861581000,,351184406000,351130884000,54185,TSM
2017-12-31,80732500000,,396161900000,699700000,344998300000,27169200000,494831000000,386670600000,386670600000,258700000,-3330300000.0,,,,51122900000,977447200000,590776600000,482616200000,9491300000,,345039000000,344998300000,54185,TSM
2019-12-31,149826000,,-32501000,,-32578000,62882000,184829000,-27878000,-27878000,-1000,-325000,,,,77000,184829000,212707000,0,-4623000,,-32578000,-32578000,54186,CALT
2018-12-31,99260000,,-132049000,,-132049000,31132000,715000,-130392000,-130392000,-1000,-8000,,,,0,715000,130392000,0,-1657000,,-132049000,-132049000,54186,CALT
2017-12-31,99260000,,-86794000,,-86794000,84603000,0,-84654000,-84654000,-1000,-2244000,,,,0,0,84654000,0,-2140000,,-86794000,-86794000,54186,CALT
2016-12-31,99260000,,-56912000,,-56912000,56405000,0,-56517000,-56517000,-1000,-1008000,,,,0,0,56517000,0,-395000,,-56912000,-56912000,54186,CALT
2020-09-30,,,11155000,,9555000,13889000,27880000,0,12129000,1862000,,,,,1600000,27880000,15751000,0,-974000,,9555000,9555000,54187,PBIP
2019-09-30,,,11680000,,9530000,13227000,27745000,0,12356000,2162000,,,,,2150000,27745000,15389000,0,-676000,,9530000,9530000,54187,PBIP
2018-09-30,,,10765000,,7064000,13056000,26404000,0,11357000,1991000,,,,,3701000,26404000,15047000,0,-592000,,7064000,7064000,54187,PBIP
2017-09-30,,,3719000,,2778000,11609000,20285000,0,6466000,2210000,,,,,941000,20285000,13819000,0,-2747000,,2778000,2778000,54187,PBIP
2020-10-31,,,-1556349,,-1556349,1017218,555328,-461890,-461890,,,,,,0,555328,1017218,0,-1094459,,-1556349,-1556349,54189,IRL
2019-10-31,,,2226141,,2226141,1095598,1203087,107489,107489,,,,,,0,1203087,1095598,0,2118652,,2226141,2226141,54189,IRL
2018-10-31,,,-11010235,,-11147604,1183838,1142113,-41725,-41725,,,,,,137369,1142113,1183838,0,-10968510,,-11147604,-11147604,54189,IRL
2017-10-31,,,17280782,,17204593,1365111,942312,-422799,-422799,,,,,,76189,942312,1365111,76189,17703581,,17204593,17204593,54189,IRL
2019-12-31,,,-75284923,,-75284923,2590482,33864407,31273925,31273925,,-6058711,,,,0,44085374,12811449,10220967,-106558848,,-75284923,-75284923,54190,BROG
2018-12-31,,,16060652,,16060652,2010011,26212659,24202648,24202648,,-8141996,,,,0,35839268,11636620,9626609,-8141996,,16060652,16060652,54190,BROG
2017-12-31,,,-3747408,,-3747408,551394,-2229088,-2780482,-2780482,,-966926,,,,0,89593,2870075,2318681,-966926,,-3747408,-3747408,54190,BROG
2019-12-31,,,-132000000,2981000000,-22000000,895000000,1193000000,129000000,129000000,,-22000000,,,,-16000000,1560000000,1431000000,367000000,-261000000,,-116000000,-22000000,54191,LTRPA
2018-12-31,,,48000000,3400000000,-64000000,966000000,1254000000,128000000,128000000,,-26000000,,,,57000000,1615000000,1487000000,361000000,-80000000,,-9000000,-64000000,54191,LTRPA
2017-12-31,,,-1810000000,3329000000,-397000000,1021000000,1240000000,6000000,6000000,,-25000000,,,,-229000000,1569000000,1563000000,329000000,-1816000000,,-1581000000,-397000000,54191,LTRPA
2016-12-31,,,46000000,4621000000,21000000,918000000,1163000000,23000000,23000000,,-25000000,,,,-1000000,1532000000,1509000000,369000000,23000000,,47000000,21000000,54191,LTRPA
2019-12-31,,,546000000,-3988000000,528000000,60000000,343000000,215000000,215000000,19000000,-92000000,,,,0,503000000,288000000,160000000,331000000,,546000000,381000000,54196,SHLX
2018-12-31,,,483000000,-3518000000,464000000,60000000,331000000,212000000,212000000,13000000,-62000000,,,,1000000,525000000,313000000,194000000,271000000,,482000000,330000000,54196,SHLX
2017-12-31,,,315000000,-2832200000,295000000,58000000,320000000,200000000,200000000,17000000,-32000000,,,,0,470000000,270000000,150000000,115000000,,315000000,231000000,54196,SHLX
2016-12-31,,,275200000,-1852200000,244900000,53400000,336000000,223500000,223500000,16000000,-12300000,,,,0,452900000,229400000,116900000,51700000,,275200000,219900000,54196,SHLX
2019-12-31,,,-36900000,,-37000000,68500000,117300000,-2200000,-2200000,,-27800000,,,,100000,153400000,155600000,36100000,-34700000,,-37000000,-37000000,54197,INSE
